idColaborador,Fecha,Sucursal,Puesto,Motivo,Ticket,AreaBuscada,Mes,Dia,CodigoAreaBuscada
6992,2024-05-14,CEDIS,CHOFER DE CEDIS,Reposición de uniforme y epp,0,Uniformes y EPP,5,14,5
10682,2024-05-14,PELICANO,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Hablar con ch,0,Administración de personal ,5,14,1
11354,2024-05-14,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,0,Uniformes y EPP,5,14,5
10471,2024-05-14,CONTACT CENTER,ASESOR DE CONTACT CENTER,Hablar con ch,0,Administración de personal ,5,14,1
7775,2024-05-14,VALLEJO,ASESOR DE VENTAS REFACCIONARIAS,Reposición de uniforme y epp,130675,Uniformes y EPP,5,14,5
7824,2024-05-14,TORREON,PROMOTOR DE VENTAS,Hablar con ch,0,Administración de personal ,5,14,1
9813,2024-05-14,TEPATITLAN,MOTOCICLISTA DE SUCURSAL,Duda sobre bono,0,Administración de personal ,5,14,1
9306,2024-05-14,AGUASCALIENTES CONVENCION,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,14,5
7450,2024-05-14,IXTAPALUCA,ASESOR DE VENTAS REFACCIONARIAS,Reposición de uniforme y epp,0,Uniformes y EPP,5,14,5
9306,2024-05-15,AGUASCALIENTES CONVENCION,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,130875,Uniformes y EPP,5,15,5
11195,2024-05-15,BUSINESS APPLICATIONS DEVELOPMENT,MANUAL TESTER,Duda sobre bono,0,Compensaciones y Beneficios ,5,15,2
8747,2024-05-15,SANTA CATARINA,AYUDANTE MULTIFUNCIONAL,Constancia laboral,0,Relaciones Laborales,5,15,3
10692,2024-05-15,BUSINESS APPLICATIONS DEVELOPMENT,FULLSTACK DEVELOPER JR ,Reposición de tarjeta vales,130872,Administración de personal ,5,15,1
1080,2024-05-15,MANZANILLO,ASESOR DE VENTAS EMPRESAS,Reposición de uniforme y epp,130878,Uniformes y EPP,5,15,5
6124,2024-05-15,TUXTLA GUTIERREZ,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,5,15,5
9758,2024-05-15,VERACRUZ CUAUHTEMOC,ASESOR MOSTRADOR,Reposición de gafete,114929,Administración de personal ,5,15,1
11117,2024-05-15,VERACRUZ CUAUHTEMOC,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,15,5
6150,2024-05-15,TULTITLAN,ASESOR MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,5,15,5
10065,2024-05-15,CALIDAD Y SEGURIDAD,TECNICO DE CALIDAD,Reposición de uniforme y epp,0,Uniformes y EPP,5,15,5
8868,2024-05-15,DURANGO,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de gafete,130904,Administración de personal ,5,15,1
10455,2024-05-15,CAPITAL HUMANO,ESPECIALISTA DE SEGURIDAD E HIGIENE,Reposición de uniforme y epp,130952,Uniformes y EPP,5,15,5
8997,2024-05-15,COATZACOALCOS,ASESOR MOSTRADOR,Reposición de uniforme y epp,131011,Uniformes y EPP,5,15,5
11771,2024-05-15,FRESNILLO,GERENTE UNIDAD DE NEGOCIO,Cuenta workplace,131061,Administración de personal ,5,15,1
11073,2024-05-15,COMUNICACION CORPORATIVA,COORDINADOR DE LEAD,Reposición de uniforme y epp,131766 ,Uniformes y EPP,5,15,5
8321,2024-05-16,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,0,Uniformes y EPP,5,16,5
11470,2024-05-16,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,0,Uniformes y EPP,5,16,5
7054,2024-05-16,CANCUN PORTILLO,ASESOR MOSTRADOR,Reposición de gafete,131228,Administración de personal ,5,16,1
6026,2024-05-16,CUERNAVACA,EJECUTIVO DE LOGISTICA,Reposición de gafete,131230,Administración de personal ,5,16,1
6876,2024-05-16,CD JUAREZ LA RAZA,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,5,16,5
9784,2024-05-16,MORELIA LIBRAMIENTO,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Hablar con ch,0,Relaciones Laborales,5,16,3
8059,2024-05-16,DIVISION EMPRESAS,KAM EMPRESAS,Reposición de uniforme y epp,131348,Uniformes y EPP,5,16,5
10712,2024-05-16,TUXTLA MOTOPARTES,COORDINADOR DE MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,5,16,5
10735,2024-05-16,CEDIS,AUXILIAR DE SURTIDO,Reposición de uniforme y epp,131422,Uniformes y EPP,5,16,5
10259,2024-05-16,DIVISION EMPRESAS,KAM EMPRESAS,Reposición de uniforme y epp,0,Uniformes y EPP,5,16,5
6654,2024-05-16,TULTITLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,124812,Uniformes y EPP,5,16,5
10297,2024-05-16,TULTITLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,122061,Uniformes y EPP,5,16,5
11311,2024-05-16,MEXICALI LAZARO CARDENAS,AYUDANTE MULTIFUNCIONAL,Hablar con ch,0,Relaciones Laborales,5,16,3
10482,2024-05-16,ZACATECAS GUADALUPE,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,16,5
8151,2024-05-16,CALIDAD Y SEGURIDAD,AUXILIAR DE GARANTIAS,Reposición de uniforme y epp,0,Uniformes y EPP,5,16,5
11867,2024-05-16,TORREON,AYUDANTE MULTIFUNCIONAL,Conocer prestaciones,0,Compensaciones y Beneficios ,5,16,2
6560,2024-05-16,ZACATECAS GUADALUPE,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,131425,Uniformes y EPP,5,16,5
9420,2024-05-16,TIJUANA,AYUDANTE MULTIFUNCIONAL,Hablar con ch,0,Administración de personal ,5,16,1
8138,2024-05-16,CANCUN TALLERES,COORDINADOR DE MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,5,16,5
7519,2024-05-16,PACHUCA,COORDINADOR DE MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,5,16,2
9542,2024-05-17,CUERNAVACA,ASESOR MOSTRADOR,Hablar con ch,0,Administración de personal ,5,17,1
11470,2024-05-17,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,0,Uniformes y EPP,5,17,5
1730,2024-05-17,PUERTO VALLARTA,ASESOR DE VENTAS REFACCIONARIAS,Solicitar beneficio,0,Compensaciones y Beneficios ,5,17,2
8138,2024-05-17,CANCUN TALLERES,COORDINADOR DE MOSTRADOR,Reposición de uniforme y epp,131525,Uniformes y EPP,5,17,5
10482,2024-05-17,ZACATECAS GUADALUPE,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,17,5
10183,2024-05-17,MORELIA LIBRAMIENTO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,131662,Uniformes y EPP,5,17,5
8548,2024-05-17,IRAPUATO,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,131723,Uniformes y EPP,5,17,5
1059,2024-05-17,PUEBLA BUGAMBILIAS,ASESOR MOSTRADOR,Duda sobre bono,0,Administración de personal ,5,17,1
8747,2024-05-17,SANTA CATARINA,AYUDANTE MULTIFUNCIONAL,Duda sobre bono,0,Compensaciones y Beneficios ,5,17,2
7054,2024-05-17,CANCUN PORTILLO,ASESOR MOSTRADOR,Reposición de uniforme y epp,131733,Uniformes y EPP,5,17,5
10115,2024-05-17,OAXACA,EJECUTIVO DE LOGISTICA,Reposición de gafete,0,Administración de personal ,5,17,1
8953,2024-05-17,MINATITLAN,EJECUTIVO DE LOGISTICA,Reposición de gafete,0,Administración de personal ,5,17,1
8953,2024-05-17,MINATITLAN,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,131751,Uniformes y EPP,5,17,5
11327,2024-05-17,VILLAHERMOSA UNIVERSIDAD,EJECUTIVO DE LOGISTICA,Contabilidad,0,Administración de personal ,5,17,1
11867,2024-05-17,TORREON,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,17,5
9467,2024-05-17,MANZANILLO,AYUDANTE MULTIFUNCIONAL,Solicitar beneficio,0,Compensaciones y Beneficios ,5,17,2
7320,2024-05-17,VERACRUZ CUAUHTEMOC,GERENTE UNIDAD DE NEGOCIO,Nómina,0,Administración de personal ,5,17,1
2595,2024-05-20,CEDIS,COORDINADOR DE SURTIDO,Duda ticket beneficio,0,Compensaciones y Beneficios ,5,20,2
8356,2024-05-20,TIJUANA CENTRO,MOTOCICLISTA DE SUCURSAL,Hablar con ch,0,Administración de personal ,5,20,1
10429,2024-05-20,MORELIA MADERO,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Hablar con ch,0,Administración de personal ,5,20,1
8037,2024-05-20,BOCA DEL RIO,EJECUTIVO DE LOGISTICA,Nómina,0,Administración de personal ,5,20,1
10951,2024-05-20,CANCUN TALLERES,MOTOCICLISTA DE SUCURSAL,Reposición de gafete,132252,Administración de personal ,5,20,1
8085,2024-05-20,CULIACAN BLVD ZAPATA,EJECUTIVO DE LOGISTICA,Contabilidad,0,Administración de personal ,5,20,1
10761,2024-05-20,CEDIS,AUXILIAR DE RECEPCION,Reposición de uniforme y epp,0,Uniformes y EPP,5,20,5
3540,2024-05-20,MERIDA CANEK,ASESOR DE VENTAS EMPRESAS,Reposición de gafete,132272,Administración de personal ,5,20,1
11278,2024-05-20,TAPACHULA MOTOPARTES,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,132294,Uniformes y EPP,5,20,5
11594,2024-05-20,AGUASCALIENTES HACIENDAS,COORDINADOR DE ALMACEN Y LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,5,20,2
6992,2024-05-20,CEDIS,CHOFER DE CEDIS,Reposición de uniforme y epp,132289,Uniformes y EPP,5,20,5
4844,2024-05-20,SALAMANCA,ASESOR MOSTRADOR,Nómina,0,Administración de personal ,5,20,1
7797,2024-05-20,ZACATECAS GUADALUPE,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,20,5
9429,2024-05-20,MERIDA ITZAES,ASESOR MOSTRADOR,Reposición de gafete,132297,Administración de personal ,5,20,1
11459,2024-05-20,MORELIA MADERO,MOTOCICLISTA DE SUCURSAL,Solicitar beneficio,0,Compensaciones y Beneficios ,5,20,2
10689,2024-05-20,CREDITO Y TESORERIA,EJECUTIVO DE CREDITO,Hablar con ch,0,Administración de personal ,5,20,1
7180,2024-05-20,MANZANILLO,COORDINADOR DE MOSTRADOR,Reposición de uniforme y epp,132300,Uniformes y EPP,5,20,5
7282,2024-05-20,BOCA DEL RIO,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,132306,Uniformes y EPP,5,20,5
10423,2024-05-21,TUXTLA GUTIERREZ,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,132451,Uniformes y EPP,5,21,5
11790,2024-05-21,TUXTLA MOTOPARTES,ASESOR MOSTRADOR,Cuenta workplace,132455,Administración de personal ,5,21,1
6244,2024-05-21,TOLUCA,MOTOCICLISTA DE SUCURSAL,Reposición de gafete,132472,Administración de personal ,5,21,1
4621,2024-05-21,CANCUN TALLERES,EJECUTIVO TELEMARKETING REFACCIONARIAS,Reposición de uniforme y epp,132496,Uniformes y EPP,5,21,5
10761,2024-05-21,CEDIS,AUXILIAR DE RECEPCION,Reposición de uniforme y epp,132717,Uniformes y EPP,5,21,5
6261,2024-05-21,MAZATLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,21,5
10342,2024-05-21,TUXTLA GUTIERREZ,ASESOR MOSTRADOR,Reposición de uniforme y epp,132499,Uniformes y EPP,5,21,5
9443,2024-05-21,ADOLF HORN,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,5,21,5
8511,2024-05-21,URUAPAN,CHOFER SUCURSAL,Constancia laboral,0,Relaciones Laborales,5,21,3
8995,2024-05-21,ZACATECAS GUADALUPE,CHOFER SUCURSAL,Reposición de uniforme y epp,132591,Uniformes y EPP,5,21,5
11278,2024-05-21,TAPACHULA MOTOPARTES,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,132596,Uniformes y EPP,5,21,5
10989,2024-05-21,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,132725,Uniformes y EPP,5,21,5
11425,2024-05-21,AGUASCALIENTES HACIENDAS,AYUDANTE MULTIFUNCIONAL,Duda sobre bono,0,Compensaciones y Beneficios ,5,21,2
9756,2024-05-21,LEON ALDAMA,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,132789,Uniformes y EPP,5,21,5
10432,2024-05-21,DURANGO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,132728,Uniformes y EPP,5,21,5
11394,2024-05-21,CHIHUAHUA CHURUBUSCO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,132764,Uniformes y EPP,5,21,5
11454,2024-05-21,CAPACITACION,COORDINACION DE CAPACITACION OPERATIVA,Hablar con ch,0,Administración de personal ,5,21,1
9756,2024-05-21,LEON ALDAMA,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,5,21,5
8636,2024-05-21,DURANGO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,132798,Uniformes y EPP,5,21,5
7915,2024-05-22,VALLEJO,EJECUTIVO DE LOGISTICA,Pulso apymsa,0,Administración de personal ,5,22,1
10903,2024-05-22,VALLEJO,ASESOR DE VENTAS EMPRESAS,Contabilidad,0,Administración de personal ,5,22,1
4073,2024-05-22,TAPACHULA,ASESOR DE VENTAS EMPRESAS,Reposición de uniforme y epp,0,Uniformes y EPP,5,22,5
3616,2024-05-22,CALIDAD Y SEGURIDAD,COORDINADOR DE CALIDAD,Reposición de uniforme y epp,132961,Uniformes y EPP,5,22,5
8107,2024-05-22,NOGALES,COORDINADOR DE MOSTRADOR,Constancia laboral,0,Relaciones Laborales,5,22,3
7842,2024-05-22,CEDIS,AUXILIAR DE SURTIDO,Reposición de uniforme y epp,0,Uniformes y EPP,5,22,5
11771,2024-05-22,FRESNILLO,GERENTE UNIDAD DE NEGOCIO,Cuenta workplace,0,Administración de personal ,5,22,1
11195,2024-05-22,BUSINESS APPLICATIONS DEVELOPMENT,MANUAL TESTER,Hablar con ch,0,Regionales de CH,5,22,4
10432,2024-05-22,DURANGO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,133174,Uniformes y EPP,5,22,5
8191,2024-05-22,CEDIS,AUXILIAR FILTRO,Reposición de uniforme y epp,133177,Uniformes y EPP,5,22,5
7502,2024-05-23,TUXTLA GUTIERREZ,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,5,23,5
7842,2024-05-23,CEDIS,AUXILIAR DE SURTIDO,Reposición de uniforme y epp,133287,Uniformes y EPP,5,23,5
11043,2024-05-23,ADOLF HORN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,23,5
5188,2024-05-23,CHETUMAL,ASESOR DE VENTAS REFACCIONARIAS,Reposición de uniforme y epp,0,Uniformes y EPP,5,23,5
10185,2024-05-23,VALLEJO,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Hablar con ch,0,Administración de personal ,5,23,1
11481,2024-05-23,DURANGO,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,127150,Uniformes y EPP,5,23,5
10021,2024-05-23,SAN LUIS PEDRO MORENO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,122209,Uniformes y EPP,5,23,5
8799,2024-05-23,HERMOSILLO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,133293,Uniformes y EPP,5,23,5
11771,2024-05-23,FRESNILLO,GERENTE UNIDAD DE NEGOCIO,Reposición de gafete,0,Administración de personal ,5,23,1
10715,2024-05-23,SALAMANCA,ASESOR MOSTRADOR,Consulta caratula,0,Administración de personal ,5,23,1
10802,2024-05-23,TEPATITLAN,MOTOCICLISTA DE SUCURSAL,Hablar con ch,0,Administración de personal ,5,23,1
7103,2024-05-23,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,133749,Uniformes y EPP,5,23,5
10461,2024-05-23,TAPACHULA,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Reposición de tarjeta vales,0,Administración de personal ,5,23,1
10277,2024-05-24,CD VALLES SLP,MOTOCICLISTA DE SUCURSAL,Hablar con ch,0,Administración de personal ,5,24,1
10872,2024-05-24,SAN LUIS,CHOFER SUCURSAL,Hablar con ch,0,Administración de personal ,5,24,1
11219,2024-05-24,SAN LUIS RIO COLORADO,GERENTE UNIDAD DE NEGOCIO,Hablar con ch,0,Administración de personal ,5,24,1
10353,2024-05-24,VALLEJO,AYUDANTE MULTIFUNCIONAL,Nómina,0,Administración de personal ,5,24,1
7502,2024-05-24,TUXTLA GUTIERREZ,EJECUTIVO DE LOGISTICA,Solicitar beneficio,0,Compensaciones y Beneficios ,5,24,2
1651,2024-05-24,TUXTLA PANAMERICANA,PROMOTOR DE VENTAS,Reposición de uniforme y epp,0,Uniformes y EPP,5,24,5
10432,2024-05-24,DURANGO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,24,5
6235,2024-05-24,TEPIC,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,5,24,5
11812,2024-05-24,PUEBLA CAPU,ASESOR DE VENTAS POR TELEFONO DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,24,5
9501,2024-05-24,BOCA DEL RIO,ASESOR MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,5,24,5
8785,2024-05-24,TUXTLA PANAMERICANA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,24,5
8753,2024-05-24,TULTITLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,24,5
10785,2024-05-24,CUERNAVACA,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,5,24,5
10473,2024-05-24,CUERNAVACA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,134228,Uniformes y EPP,5,24,5
11219,2024-05-24,SAN LUIS RIO COLORADO,GERENTE UNIDAD DE NEGOCIO,Hablar con ch,0,Administración de personal ,5,24,1
8753,2024-05-24,TULTITLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,24,5
11061,2024-05-24,MEXICALI COLEGIO MILITAR,COORDINADOR DE MOSTRADOR,Hablar con ch,0,Administración de personal ,5,24,1
9821,2024-05-24,CUERNAVACA,CHOFER SUCURSAL,Reposición de gafete,0,Administración de personal ,5,24,1
7502,2024-05-24,TUXTLA GUTIERREZ,EJECUTIVO DE LOGISTICA,Hablar con ch,0,Administración de personal ,5,24,1
5785,2024-05-24,SAN LUIS,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Hablar con ch,0,Administración de personal ,5,24,1
5188,2024-05-27,CHETUMAL,ASESOR DE VENTAS REFACCIONARIAS,Reposición de uniforme y epp,134189,Uniformes y EPP,5,27,5
10277,2024-05-27,CD VALLES SLP,MOTOCICLISTA DE SUCURSAL,Nómina,0,Administración de personal ,5,27,1
11831,2024-05-27,TUXTLA MOTOPARTES,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,134260,Uniformes y EPP,5,27,5
9676,2024-05-27,LA PAZ,MOTOCICLISTA DE SUCURSAL,Reposición de gafete,0,Administración de personal ,5,27,1
8825,2024-05-27,CHIHUAHUA CUAUHTEMOC,MOTOCICLISTA DE SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,5,27,2
8576,2024-05-27,CD JUAREZ TORRES,COORDINADOR DE ALMACEN Y LOGISTICA,Duda sobre bono,0,Compensaciones y Beneficios ,5,27,2
5491,2024-05-27,PUEBLA CAPU,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,134498,Uniformes y EPP,5,27,5
11640,2024-05-27,SAN LUIS RIO COLORADO,MOTOCICLISTA DE SUCURSAL,Duda sobre bono,0,Compensaciones y Beneficios ,5,27,2
4073,2024-05-27,TAPACHULA,ASESOR DE VENTAS EMPRESAS,Reposición de uniforme y epp,0,Uniformes y EPP,5,27,5
10100,2024-05-27,CULIACAN FCO I MADERO,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,5,27,5
4877,2024-05-28,ZACATECAS GUADALUPE,GERENTE UNIDAD DE NEGOCIO,Reposición de uniforme y epp,0,Uniformes y EPP,5,28,5
6058,2024-05-28,NUEVO LAREDO,CHOFER SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,28,5
5788,2024-05-28,NUEVO LAREDO,CHOFER SUCURSAL,Reposición de tarjeta nómina,0,Administración de personal ,5,28,1
10917,2024-05-28,TAPACHULA,EJECUTIVO DE LOGISTICA,Reposición de tarjeta vales,0,Administración de personal ,5,28,1
9557,2024-05-28,SAN LUIS PEDRO MORENO,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,134725,Uniformes y EPP,5,28,5
11929,2024-05-28,CEDIS,AUXILIAR DE GARANTIAS,Reposición de uniforme y epp,0,Uniformes y EPP,5,28,5
10872,2024-05-28,SAN LUIS,CHOFER SUCURSAL,Nómina,0,Administración de personal ,5,28,1
11431,2024-05-28,SAN LUIS RIO COLORADO,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,28,5
4073,2024-05-28,TAPACHULA,ASESOR DE VENTAS EMPRESAS,Reposición de uniforme y epp,134721,Uniformes y EPP,5,28,5
9372,2024-05-28,CEDIS,AUXILIAR DE EMPAQUE,Reposición de uniforme y epp,134924,Uniformes y EPP,5,28,5
6047,2024-05-28,CEDIS,OPERADOR DE MONTACARGAS,Reposición de uniforme y epp,0,Uniformes y EPP,5,28,5
2878,2024-05-28,TESISTAN,GERENTE UNIDAD DE NEGOCIO,Reposición de uniforme y epp,0,Uniformes y EPP,5,28,5
11470,2024-05-28,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,0,Uniformes y EPP,5,28,5
10088,2024-05-28,GOMEZ PALACIO,MOTOCICLISTA DE SUCURSAL,Constancia laboral,0,Relaciones Laborales,5,28,3
10849,2024-05-29,TORREON,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,5,29,5
10102,2024-05-29,ADOLF MOTOPARTES,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,29,5
9219,2024-05-29,MAZATLAN,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,29,5
11224,2024-05-29,AGUASCALIENTES HACIENDAS,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,29,5
8285,2024-05-29,MAZATLAN,CHOFER SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,29,5
9228,2024-05-29,CD OBREGON,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,135373,Uniformes y EPP,5,29,5
9291,2024-05-29,SANTA CATARINA,COORDINADOR DE MOSTRADOR,Reposición de tarjeta vales,135379,Administración de personal ,5,29,1
9472,2024-05-29,ACAPULCO,MOTOCICLISTA DE SUCURSAL,Hablar con ch,0,Administración de personal ,5,29,1
10376,2024-05-30,MINATITLAN,ASESOR MOSTRADOR,Reposición de uniforme y epp,0,Uniformes y EPP,5,30,5
9556,2024-05-30,LOS CABOS AUTEX,AYUDANTE MULTIFUNCIONAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,30,5
9761,2024-05-30,MERIDA MEXICO,COORDINADOR DE MOSTRADOR,Reposición de gafete,0,Administración de personal ,5,30,1
10954,2024-05-30,TULANCINGO,ASESOR MOSTRADOR,Cuenta workplace,135668,Administración de personal ,5,30,1
7266,2024-05-30,IRAPUATO,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,135671,Uniformes y EPP,5,30,5
10791,2024-05-30,VALLEJO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,30,5
11593,2024-05-30,AGUASCALIENTES HACIENDAS,PROMOTOR DE VENTAS,Reposición de uniforme y epp,0,Uniformes y EPP,5,30,5
4869,2024-05-30,PUEBLA CAPU,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,0,Uniformes y EPP,5,30,5
7777,2024-05-30,OAXACA,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Reposición de gafete,0,Administración de personal ,5,30,1
11445,2024-05-30,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,0,Uniformes y EPP,5,30,5
5093,2024-05-31,ZAMORA,GERENTE UNIDAD DE NEGOCIO,Nómina,0,Administración de personal ,5,31,1
10698,2024-05-31,CD OBREGON,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,31,5
11445,2024-05-31,CEDIS,AUXILIAR DE EMBARQUES,Reposición de uniforme y epp,0,Uniformes y EPP,5,31,5
11394,2024-05-31,CHIHUAHUA CHURUBUSCO,MOTOCICLISTA DE SUCURSAL,Nómina,0,Administración de personal ,5,31,1
10449,2024-05-31,CIUDAD VICTORIA,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,31,5
10954,2024-05-31,TULANCINGO,ASESOR MOSTRADOR,Duda sobre bono,0,Compensaciones y Beneficios ,5,31,2
5775,2024-05-31,PUEBLA CAPU,EJECUTIVO DE LOGISTICA,Reposición de uniforme y epp,135877,Uniformes y EPP,5,31,5
8799,2024-05-31,HERMOSILLO,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,31,5
10088,2024-05-31,GOMEZ PALACIO,MOTOCICLISTA DE SUCURSAL,Renuncia voluntaria,0,Regionales de CH,5,31,4
11201,2024-05-31,LOS MOCHIS,MOTOCICLISTA DE SUCURSAL,Reposición de uniforme y epp,0,Uniformes y EPP,5,31,5
4869,2024-05-31,PUEBLA CAPU,COORDINADOR DE ALMACEN Y LOGISTICA,Reposición de uniforme y epp,135915,Uniformes y EPP,5,31,5
7777,2024-05-31,OAXACA,EJECUTIVO DE CREDITO Y COBRANZA SUCURSAL,Reposición de gafete,0,Administración de personal ,5,31,1
8002,2024-05-31,MORELIA MADERO,COORDINADOR DE ALMACEN Y LOGISTICA,Nómina,0,Administración de personal ,5,31,1
11585,2024-05-31,PUERTO VALLARTA,MOTOCICLISTA DE SUCURSAL,Nómina,0,Administración de personal ,5,31,1
7970,2024-05-31,MORELIA MADERO,EJECUTIVO DE LOGISTICA,Solicitar beneficio,0,Compensaciones y Beneficios ,5,31,2
10620,2024-05-31,CEDIS,AUXILIAR MESA DE REVISION,Reposición de uniforme y epp,136062,Uniformes y EPP,5,31,5
1730,2024-05-31,PUERTO VALLARTA,ASESOR DE VENTAS REFACCIONARIAS,Solicitar beneficio,0,Compensaciones y Beneficios ,5,31,2
1043,2024-05-31,PUEBLA BUGAMBILIAS,COORDINADOR DE ALMACEN Y LOGISTICA,Nómina,0,Administración de personal ,5,31,1
11385,2024-05-31,PLAYA DEL CARMEN,MOTOCICLISTA DE SUCURSAL,Reposición de gafete,136115,Administración de personal ,5,31,1
